word,freq
i=orowano,1
a=i=eoputuye,1
nitayehe,1
nuwaprusuy=an,1
nuwapkosikirumanpa=an,1
a=e=kohosipire,1
a=esirepakasnu,1
i=esinpay,1
nupekoipe,1
e=iporo,1
nankurka,1
e=urepekare,1
e=ahu,1
e=kouwepekennu,1
e=kotetterke,1
i=epunki,1
a=esihopinup,1
e=yaymoto,1
e=kohosipire,1
ukouturuke,1
i=hotkerepa,1
Piraturunkamuy,1
cupkaun,1
euweipepa,1
atuykakus=an,1
e=yaymotoye,1
sirepakasnu,1
i=yakukore,1
yakukor=an,1
i=kohosarihosari,1
ukaosirutupa,1
Pirauturunkamuy,1
sararepa,1
kirkewkasi,1
yayrampekamama,1
omonmomo,1
pokaskaun,1
hetattettek,1
a=rampekamama,1
a=wensirkirapte,1
eci=kokanu,1
a=itaktere,1
itakkor,1
hetaripa,1
ukaspaotte,1
a=kotori,1
e=yakukore,1
cinoyekuwa,1
hokehoke=an,1
orante,1
yayhokehoke=an,1
e=paraparak,1
i=pirkakaspaotte,1
sipasek,1
eepakkehe,1
=sakehe,1
cisintaanu,1
yayesanniyopa,1
a=yupuyupu,1
otusasuy,1
oresasuy,1
e=i=caroyki,1
e=kisattarara,1
kotankemnu,1
e=kosiyupu,1
e=iuta,1
sireokok,1
e=sittomotuye,1
ciekuni,1
etemeroski,1
an=esinki,1
a=kosittomotuye,1
hehewpahehewpa=an,1
sikimasasa,1
soneye,1
an=mewe,1
wensirkirap,1
euko,1
sirmaknartara,1
koysamnopo,1
sunekorpe,1
an=pututu,1
eci=kimomutpe,1
an=toykotatamunkotata,1
siorounno,1
eyaykewtumusiromare,1
siksuye,1
あたも,1
an=ekayka,1
carooyki,1
e=uytek,1
an=eyayrenka,1
e=kikanaytumama,1
an=e=enisomap,1
eyaokaani,1
an=eisimkere,1
an=eramositciw,1
an=ecopnuka,1
an=rimseka,1
e=ramuan,1
an=ponmatnepo,1
otasam,1
e=pirkaresu,1
e=kosinasina,1
an=enukosne,1
ture,1
itaksuypa,1
e=sikkor,1
kutnoye,1
an=e=mina,1
a=ker,1
ourikutkor=an,1
eotarkin,1
otuykintuykin,1
i=pitkokisma,1
an=e=turseka,1
an=eterkere,1
a=komespa,1
a=uppauppa,1
eyayriterite,1
an=mimkore,1
e=ponehe,1
oupekano,1
e=yayriterite,1
e=kusurikar,1
an=huye,1
sirous,1
yaykoapkas,1
an=e=kusurikar,1
cinkonoye,1
e=wensaha,1
a=koociwpaste,1
cikirinoye,1
e=cikasinukar,1
e=kopuriwen,1
an=e=tomoitak,1
an=sik,1
an=temkor,1
ipeenitan,1
e=sotki,1
kaskehe,1
yayetomoitak,1
koyupyupu,1
hankeekimne,1
a=ukoesirkirap,1
koekimne=an,1
isoeniwkes,1
hotanuesan,1
iakte,1
oinetekkor,1
apekesturasi=an,1
cokokse,1
i=eoyaitak,1
koek,1
i=eminauspa,1
yaysoyomare=an,1
a=unkeray,1
ionekur,1
yayowpekare,1
i=omonkotte,1
kuyehe,1
kootukuttukutke,1
siketokwa,1
isikreyepare,1
ehamtura,1
矢,1
siepunkire,1
kotankaranke=an,1
hoyuptettek,1
ukoraraypa,1
isiwtone,1
eci=wennoye,1
a=kimorura,1
outaspa,1
uouko,1
oruskur,1
kamuysisermakuste=an,1
ukotuye,1
kask,1
uekotpa=an,1
itaksamnuyar,1
pem,1
e=tuy,1
a=koasurpaste,1
ukoiruska,1
eatcinukar,1
kotemni,1
であったけな,1
uesayne,1
rakus,1
ukosinoye,1
urewkus,1
urawkus,1
であったか,1
Ot,1
ukokiru,1
ukorapo,1
rakocupu,1
みな,1
sinewa,1
iyupyupu,1
an=e=nukat,1
kamuycapa,1
yaynanka-amkoyki,1
naypanaypa,1
osoropakpe,1
ameokte,1
amiokte,1
kunneipe,1
a=sawsawa,1
an=eci=eiwanke,1
an=eci=wenkorkar,1
sotkierewsi=an,1
tasumihi,1
tukte,1
kosipirasa,1
よく,1
an=hacir,1
kaskekik,1
wayasap=an,1
tasumatu,1
iyokunnuka,1
aniko,1
aneino,1
soe,1
ecie,1
eci=somo,1
いう,1
cituyma,1
rakrakpayere,1
a=siksuye,1
yaymonasap=an,1
yayhumanpa,1
yaysipitappa,1
taneresu=an,1
e=etoytare,1
eci=toyta,1
ipeeaskay=an,1
usaraye=an,1
onneka=an,1
eyaykotankikkar,1
eci=are,1
a=korsiutari,1
mukkosampa,1
hankehankeno,1
irampittara,1
a=koyekoye,1
e=om,1
e=aunarura,1
e=simonpokare,1
teye,1
karika,1
e=koasurkor,1
arumusutara,1
e=toykocotca,1
oawekatta,1
an=etause,1
tuwatuwaay,1
iure,1
suykar=an,1
an=koye,1
i=oropasusu,1
onneni,1
an=einonno,1
karakani,1
a=oropasusu,1
だか言ったっちゅう話,1
yaynupekoatte,1
esanpa,1
a=yaykoisoytak,1
esappa,1
i=ukoetayepa,1
auspe,1
anupa,1
hurayepa,1
ottenasak=an,1
a=i=kosanke,1
a=ekure,1
a=koysoitak,1
cipi,1
tapkomomo,1
yayapkaste,1
hetamputampu,1
apehekote,1
a=rampewtek,1
eeoyaoyak,1
koipewnara,1
a=siknumihi,1
sittemraypa=an,1
ikohorak,1
a=esampekonitata,1
a=ikurepa,1
a=hunarpa,1
a=e=kohunara,1
a=pohone,1
ukoparaparakpa,1
e=i=koosikoni,1
a=pirkamire,1
a=pirkaimire,1
a=sisoyunte,1
ukoyyanpa,1
a=konurappa,1
ukowenkewtumkorpa,1
upsire,1
a=e=kohoyoyse,1
ekaraski,1
koinomi,1
koitakmuye,1
upaanpa,1
uminarekar,1
aam,1
a=rawkeotke,1
a=sawre,1
kasreotke,1
an=esisuyatpa,1
aratusa=an,1
wenkurka,1
a=kasrepetu,1
a=rawnepetu,1
iokunnuka=an,1
a=kasreotkerawneotke,1
nukosne=an,1
iraykepak,1
yayepakasnuitak=an,1
tanontari,1
sipopke,1
sioar,1
a=repunte,1
a=osoropuye,1
raosma=an,1
e=wayru,1
ariwa,1
a=toykooterke,1
aracit,1
aracikere,1
aneta,1
an=etauseka,1
sineo,1
inukatu,1
e=i=kasinukare,1
a=okewpa,1
oropasusu,1
e=sermakus,1
ahos,1
an=e=toypakasnuwenpakasnu,1
an=ante,1
otteka,1
corka,1
yayemat,1
これから,1
an=e=uyruke,1
an=epitcake,1
anuko,1
ninare,1
epitceka,1
aynukorewen,1
otcikehe,1
puskasikamuy,1
i=rewsika,1
an=eparorkatata,1
ukouenewsar=an,1
ramatto,1
okarok,1
e=rekuci,1
i=koXXX,1
e=wenkor,1
kotamsuye,1
a=toykoki,1
a=wenki,1
a=wentoykokikkik,1
wenkoykikar=an,1
何だか,1
ohaykop,1
ukocapiscapis=an,1
ukocapi,1
ukocapiscapis,1
ueparoy,1
ukoparoyki,1
apekantompi,1
etawse,1
konpu,1
rokunto,1
ananipa,1
ianikor,1
paciat,1
eci=kasuy,1
pore,1
an=sinire,1
harkikaeka=an,1
hamtura,1
ohainkar=an,1
i=koramante,1
aperuy,1
uskosanu,1
a=secihi,1
yaspa,1
erampewtekpa,1
harkikaeka,1
a=ekutkor,1
sikonukosne,1
situmnukar,1
urewkakus,1
urewpokkus,1
cisekankotorkokuttesusu=an,1
tumpuorunpe,1
siutarpa,1
a=koitaksura,1
ou,1
i=hopuni,1
i=tek,1
uesamano,1
osurare,1
ramuemina,1
parmasasa,1
eurecari,1
eureturseka,1
kansitakkay,1
a=kotameta,1
karap,1
ukotametaye,1
yayuturumkote,1
eci=siarikiki,1
ciramasu,1
a=nospaeomanan,1
mursemurse,1
e=siarikiki,1
somoane,1
i=orosutke,1
arurewkakus,1
arurewpokkus,1
ipu,1
urekonoye,1
urekotesu,1
an=i=osur,1
ipuni,1
ciutarpakotomkakur,1
annosi,1
i=moymoye,1
kakoturi,1
ureeturseka,1
makekatta,1
kanipor,1
kotametaye,1
an=eureturseka,1
an=i=tomteresu,1
しないから,1
uorus,1
ukonoye,1
an=eikoy,1
paporo=an,1
hopasopasi,1
an=i=respa,1
i=koasurkus,1
alatin,1
sinewerusuy=an,1
siknumi,1
enayere,1
canpe,1
toykik,1
wenkik,1
an=kokiru,1
toykoponcikopoye,1
an=eirannuppa,1
an=nuypa,1
nes,1
uweneusar=an,1
だか知らんけど,1
rametokkor=an,1
ちゅうか,1
tusere,1
nene,1
ikoopas,1
nikotawki=an,1
an=sikopayar,1
enisukotawki,1
wenmenoko,1
toratki,1
wencis,1
an=enisukootke,1
an=esirkootetterke,1
an=esirkokikkik,1
kotawki,1
yapo,1
で何であったべな,1
eoman,1
nospaeomanan,1
eneneki,1
yayyupyupusipinpa=an,1
eaynukonrusuy,1
an=esampesiturire,1
an=nospaeomanan,1
ku=otke,1
ukoetuuyna,1
siparouyna,1
a=annotuye,1
i=kotamsuye,1
iyup,1
eci=somonu,1
an=eauna,1
yaykosinotcaki=an,1
だら番頭だな,1
で何ていうか,1
otumine,1
様が,1
upsoroosma,1
アイヌ様,1
sirkuromar,1
ahupap,1
nankon,1
yaykopuntek=an,1
だか言ったと,1
いたんであったかな,1
esiknuwa,1
siranu,1
っつったかな,1
an=i=kopisi,1
けっこう,1
an=e=kopisi,1
an=esokar,1
a=korme,1
a=wenturesi,1
an=e=kor,1
eayn,1
a=okuymapaha,1
a=katkar,1
korampakari,1
言ったと,1
a=pahaw,1
ocarse,1
parkosanu,1
ukomunin,1
ukohorse,1
eci=payepa,1
eci=iwakte,1
eci=pirkakotankor,1
にくいな,1
cake,1
yayunakakosiru,1
pate,1
an=ehaytare,1
ikusipe,1
tanramno,1
aneya,1
kokurototke,1
ekutpokeciw,1
e=yaykoesitan,1
urukinumat,1
a=tek,1
なんだっけな,1
sayne,1
an=epauyruke,1
notkoyupu,1
a=sitere,1
a=yaykoesitan,1
ikoramu=an,1
humumatki,1
an=ekari,1
an=i=hopuni,1
ucaste,1
kokirawkorariitara,1
yaymonpoktusmak,1
iehankere,1
a=toykosikeray,1
kokirawtarara,1
pencikiri,1
pancikiri,1
an=eorsirkik,1
なんたっけ,1
anepi,1
a=piste,1
amikane,1
mim=an,1
oraytara,1
cacakemakar,1
a=osoro,1
a=tutante,1
an=kaye,1
an=eseturu,1
a=yuksikehe,1
a=yaykokarkari,1
a=wenkik,1
a=etara,1
an=eopentari,1
pokasnu,1
enotkoyupu,1
sirakpa,1
neyhunak,1
an=usatuye,1
kohosipi,1
tamtarara=an,1
sirkurhomar,1
siraykirupu,1
an=urecari,1
kansitapka,1
kosikenaraatteitara,1
i=omante,1
e=mut,1
a=kotusa,1
mukirare,1
citetterkere,1
hetesu,1
a=tuy,1
kempuy,1
kannayukar,1
rayke=an,1
tuye=an,1
a=esereka,1
a=wenona,1
aynunewsar,1
kimkuskur,1
uytekkur,1
an=orukire,1
niciak,1
a=sitetewe,1
ineapku,1
ierikikuru,1
a=turenpito,1
kikarupo,1
嘘こいた,1
poroto,1
capiscapis=an,1
unsuye,1
i=koeramuan,1
an=eaykapteno,1
a=amuus,1
kosinanisam-nantuyere,1
kimkekuspe,1
payekare,1
konantuyere,1
a=yaykur,1
huu,1
an=i=oskoni,1
citanneturi,1
kuno,1
yaykam,1
だべせ,1
an=epunpuni,1
mosme,1
an=esiyarpokani,1
takari,1
soynepa=an,1
toytumkus,1
sapoho,1
nikawatuy,1
munkawatuy,1
yayohumse,1
a=sikoromare,1
osinka,1
yayeohumseeciwtara,1
ituye,1
wensasani,1
otuyeke,1
an=i=momka,1
sipiskaun,1
aratusare,1
yaykatuwen=an,1
i=kotusare,1
esipini,1
yaykoama,1
i=kotamniwkes,1
a=wenkoy,1
a=koisampa,1
a=koisamno,1
持っていた,1
sisamkouymamtonokouymam=an,1
かだか,1
eci=siruypa,1
a=patupare,1
an=eiwan,1
an=i=nisukte,1
a=koestan,1
しているかしていないか知らんけど,1
a=hosere,1
easurpaste,1
ukohotuypa,1
e=kamuycihoki,1
a=nenkar,1
an=eukkarire,1
kuyora,1
hesuypa,1
しなんから,1
i=koetoranne,1
nuyekoan,1
rakeray,1
e=tasum,1
yaykik,1
a=tawseka,1
e=yaykoestan,1
an=sipinpa,1
uroreewak,1
rikipuniitara,1
ponmeneko,1
an=e=ruokasiturire,1
ku=eramuuske,1
そんな,1
an=i=ciste,1
an=i=kowencaiki,1
いちお,1
inuinu=an,1
an=e=takte,1
e=sikaopiwki,1
apon,1
iruykeitanki,1
a=kosinewere,1
apo,1
eap,1
otuwa,1
assa,1
apsa,1
koetas,1
i=kokamuynomi,1
anewenkor,1
an=e=kansikkama,1
i=kimke,1
こん時宝もらったべかな,1
何かもらったんべな,1
もらった,1
どうであったかなあ,1
sihawnuyar,1
sikutcapke,1
posanteke,1
an=e=wenresu,1
i=okasiturire,1
koto,1
wenkamuysampekor,1
aesuru,1
a=siknu,1
tapanata,1
a=tekeuk,1
pur,1
e=opas,1
どっか,1
eci=hetuk,1
an=i=wenresu,1
にでも,1
silatin,1
i=sumawekor,1
i=riwakte,1
peke,1
an=i=riwakte,1
an=riwakte,1
e=ri,1
e=eu,1
eut,1
isare,1
ikoipemnara,1
iusarka,1
an=ukotuwaskarap,1
ecika,1
an=eci=nure,1
eci=nunuke,1
a=niskekokikkik,1
i=kemnuitak,1
rimseupopo=an,1
eyanke,1
でもないな,1
ottemottem,1
pohoutari,1
e=sikna,1
e=iruokasiturire,1
totonitara,1
ukohetatap,1
ukohetaptapu,1
ったけ,1
hosip,1
otusan,1
oresan,1
a=kooriwak,1
そんなにおっきい人間だべか,1
epunki,1
maknepo,1
an=i=epun,1
otok,1
e=pirpa,1
やっとこさ,1
a=sikka,1
あんばい,1
etoran,1
an=korsi,1
a=ekari,1
an=eykoytupa,1
itomnukar=an,1
utomnukar=an,1
uaynukor,1
eci=urespa,1
だけんど,1
an=i=orura,1
an=i=koante,1
an=erampe,1
i=karkar,1
i=ter,1
i=terkere,1
sipicipicihotakpa=an,1
hopicipicihotakpa=an,1
cisotakpa=an,1
an=matakihi,1
a=tutasa,1
rorunpekar=an,1
pakuno,1
ukororunpe,1
eci=mut,1
eci=koyayetaraye,1
ponme,1
だね,1
etunankar=an,1
racitki,1
ku=yayramkittar,1
k=eyayramkittar,1
isikurante,1
mawsok,1
ku=cakke,1
cakkeっていったかどうだったか,1
kinape,1
ancami,1
ureasama,1
wenだ,1
hepokpoki,1
pusma,1
ku=pospa,1
ku=poska,1
potna,1
oyamosirとかpoknamosirとか,1
same,1
suｍ,1
nokicikpe,1
yaytaye,1
k=oske,1
ku=nuykes,1
ruyunpe,1
uetastasa,1
ukoyki=as,1
upaore=as,1
k=etuhukar,1
iyayraikere,1
hospi,1
ku=yaymoniska,1
叩く,1
美しい,1
移る,1
影が映る,1
ひぜんが移る,1
両手の輪の中で私は抱える,1
両手で私の子どもを抱える,1
ウド,1
うなされる,1
唸る,1
犬が唸っている,1
お互いに奪いあう,1
オオオウバユリ,1
馬,1
海,1
膿,1
膿が出る,1
子どもを産む,1
あの犬が子どもを生んだ,1
膿を持つ,1
土盛りをする,1
火を灰の中に埋める,1
敬う,1
家の後ろ,1
着物を裏返す,1
嬉しい,1
あなたの良い噂を聞いて嬉しい,1
上唇,1
噂,1
私は運がよくなった,1
あなたは運が良い,1
お互いに運が良い,1
英雄叙事詩,1
犬の餌,1
餌,1
遠慮する,1
あの犬の尾は短い,1
あの犬の尾は長い,1
犬の尻尾,1
甥,1
私の甥,1
あなたの甥,1
美味しい,1
このシシャモは本当に美味しいなぁ,1
おいしい,1
大風,1
多くなる,1
私は驚いて大声で泣きわめく,1
大勢で,1
小さい沢,1
沖の方へ,1
燠,1
遊びに来た女性,1
起きる,1
奥歯,1
あなたたちに与える,1
手紙をあなたたちに与える,1
汽車に乗り遅れる,1
怒る,1
漬物,1
押さえる,1
お産する,1
もったいない,1
私は行く,1
おじ,1
あの老人,1
男の鹿,1
頭を下げている,1
雄,1
御膳,1
遅い,1
互いに,1
抱き合って寝る,1
乳房,1
乳を飲む,1
私の夫,1
私の夫は仕事もしないものだからがっかりする,1
夫がいない女,1
音,1
私の父親,1
私の弟,1
弟たち,1
私の弟たち,1
男,1
男の子,1
落とす,1
おととい,1
おとなしい,1
自分を脅かさせる,1
踊る,1
驚く,1
お腹が痛い,1
同じことばかり話する,1
おなら,1
オニガヤ,1
カヤ,1
お姉さん,1
姉,1
斧,1
お互いにお話しあう,1
おばあさん,1
悪神,1
私の姉さん,1
おばさん,1
オヒョウニレの樹皮,1
帯,1
帯を締める,1
おまえ,1
おまえたち,1
おむつ,1
重い,1
考える,1
思う,1
外に私が出る,1
憐れむ,1
親子,1
その人に不孝をする,1
お湯,1
織り糸,1
曲がる,1
私,1
和人の女,1
女兄弟,1
幼い女の子,1
若い和人の女性,1
女の子,1
女性の下着,1
回,1
一回,1
三回,1
四回,1
五回,1
海岸,1
浜の方へ,1
海面の上に,1
シントコを神の国へ送る,1
カエル,1
顔色が悪い,1
顔が腫れる,1
私の顔に泥をぬる,1
面汚しをする,1
あの人泥を塗った,1
顔見知り,1
匂い,1
顔を洗う,1
川に私は落ちそうな気がするから手をつかまえててください,1
かがむ,1
輝き,1
稲妻が光る,1
手や棒などで,1
かき回す,1
豆ご飯を作って混ぜる,1
においを嗅ぐ,1
隣のおじいさんが川で亡くなったので私は一人で駆けつけた,1
欠ける,1
あの柄杓の柄がもげた,1
この人はまた陰口を言ってばかりいる,1
かご,1
小さいかご,1
堅い背負い袋,1
かさぶた,1
かさぶたがつく,1
火山,1
火山灰,1
菓子,1
カシワの木,1
私の手がかじかむ,1
カジキマグロ,1
火事,1
山が燃える,1
風,1
風が強い,1
風がきれる,1
風邪をひく,1
私の家族,1
家族,1
肩が痛い,1
私の肩が痛い,1
かたいおかゆ,1
あの木を私が割りたいけれど固いなあ,1
片口,1
片目,1
片袖,1
あの食器をしまいなさい,1
拾い集めなさい,1
血を吐く,1
角,1
部屋の隅,1
死者を悼んで泣く,1
金持ち,1
雁皮の木,1
カビ,1
カビが生える,1
天井,1
そう言うと私は思うよ,1
鍋,1
汁物の鍋,1
お粥の鍋,1
鎌,1
草を切り取る,1
神々,1
家の神様,1
シマフクロウ,1
川の神様,1
水の神様,1
山の神様,1
クマ,1
海の神様,1
井戸の神様,1
紙,1
あお向けになる,1
上座,1
上座の,1
上座のほうへ,1
上座から,1
神窓,1
神に頼む,1
かみなり,1
かみなりが鳴る,1
神の国,1
髪の毛,1
神の守護,1
神の村,1
カムイノミする,1
粥,1
かゆい,1
人をからかう,1
カラス,1
穂ちぎりするカラス貝,1
誰もいない,1
狩猟する,1
豆を刈る,1
もし,1
獲物がたくさんとれる,1
狩猟する青年,1
草刈り,1
カレイ,1
枯れ木,1
川,1
かわいそうに,1
乾いた,1
カワウソ,1
乾かす,1
川上,1
川上へ,1
川が溢れる,1
川岸,1
川下へ,1
カワシンジュガイ,1
川口,1
川沿い,1
皮はぎをする,1
川端,1
皮針,1
川向こう,1
ほかの,1
変わる,1
姿かたちが違っている,1
別々に置きなさい,1
川を越える,1
川を遡る,1
皮を剥く,1
川を渡る,1
ありがとう,1
感心する,1
実が入る,1
カボチャが熟してるみたいなので食べましょう,1
もうトウモロコシに実が入ってるみたいだから煮て食べよう,1
簡単だ,1
寒波,1
今日は寒波が強い,1
看病する,1
冠,1
外国人,1
白人,1
外,1
外で,1
餓死する,1
ガヤガヤ騒ぐ,1
眼球,1
頑張る,1
消える,1
聞かせる,1
私は言い出しづらい,1
伸びる,1
木が伸びる,1
危機一髪だったと,1
盗み聞きする,1
危急の叫び,1
今年は不作らしい,1
今年は天気が悪いらしい夢をみたなぁ,1
飢饉らしい夢をみたなぁ,1
飢饉,1
私は今年は飢饉らしい夢をみたなぁ,1
木切れ,1
聞く,1
安心する,1
機嫌をとる,1
細かく刻む,1
刻む,1
この大根の葉を細かく刻んで下さい,1
この大根葉を細かく刻んで下さい,1
鮭の氷頭を細かく刻んでぬたを作って食べましょう,1
北風,1
汚い,1
キツツキ,1
キツネ,1
パウパウと鳴く,1
杵,1
昨日,1
木の皮,1
木の皮の器,1
木の切り株,1
キノコ,1
木幣,1
幹,1
キハダの木,1
キハダの実,1
牙,1
意向が強い,1
お前,1
すぐ怒る,1
お前たち,1
気持ちがいい,1
着物の表,1
魔を払うために着物の裾をまくってはたはたさせること,1
客が泊まる,1
脚絆,1
脚絆の紐,1
急病,1
病気になる,1
天気が悪い,1
きょうだいである,1
澄んだ心,1
濡れて,1
不器量,1
である,1
ナタなどで,1
ばっさりと切る,1
はき掃除,1
する,1
木の切れ端,1
魚の切れ端,1
鋭い,1
気をつける,1
小さい木を引き抜く,1
ギョウジャニンニク,1
漁場,1
魚卵,1
柱,1
大食いな人,1
空腹だ,1
釘,1
穴など,1
を通り抜ける,1
食べられる草,1
野草,1
人間臭い,1
地面から出る,1
芽,1
草ぼうぼうになっている,1
一般に,1
腐る,1
くしゃみをする,1
赤ちゃんがくしゃみをして鼻水がついている,1
クジラ,1
クジラを切る,1
クジラの肉,1
薬,1
くずが散らかっている,1
砂が崩れる,1
大便する,1
告げ口,1
をする,1
口が軽い,1
口がきけない人,1
口喧嘩,1
口ごたえする,1
口だけ,1
口,1
小さい子にキスをした,1
私は小さい子にキスをした,1
口のいれずみ,1
唇,1
口真似をする,1
口やかましい,1
口をすぼめる,1
靴を履く,1
靴の紐,1
互いに話し合う,1
休む,1
今夜はのんびりと話しましょう,1
料理をよそって食べさせなさい,1
首,1
何回も首を振る,1
くぼませる,1
熊の神様,1
熊神の杯,1
熊の頭,1
汲みいれる,1
汲む,1
水を汲む,1
井戸から水を私は汲む,1
樽から私はお酒を汲む,1
私がお酒を汲む,1
曇る,1
蜘蛛,1
供え物,1
倉庫,1
真っ暗だ,1
頭くらいある石,1
重い神,1
軽い神,1
今は暗くなる,1
ここに暮らしている,1
何をそのように何回もしているのですか,1
カムイユカラの際の繰り返す言葉,1
栗,1
来る,1
たくさんの人が来た,1
息づかいが荒い,1
乗り物,1
私の肩をたたいてください,1
ください,1
あれをください,1
真っ黒な,1
黒い布,1
苦労する,1
黒いきつね,1
黒目,1
鍬,1
カラスが魚をくわえて行った,1
クワガタムシ,1
加わる,1
今日は大勢の仲間たちが来たので私は加わりました,1
ぐらぐらする,1
軽蔑する,1
消す,1
火を消す,1
明かりを消す,1
削りかけのついた木幣,1
削る,1
血管,1
結婚させる,1
夫婦である,1
貧乏人の子,1
毛深い,1
蹴る,1
正直だ,1
心が綺麗だ,1
あのこどもはげんきだなぁ,1
月食,1
下痢する,1
玄関,1
土間,1
土間へ薪を入れなさい,1
玄関の土間,1
あの子供は元気だ,1
子ども,1
小さな子ども,1
小石,1
値段が高い,1
麹,1
川があふれる,1
お前は何かしている,1
何かをする,1
肛門,1
声,1
声が大きい,1
木の小枝,1
食べすぎる,1
氷,1
氷が張る,1
凍る,1
木陰,1
家の外,1
穀物,1
コクワ,1
つる,1
子熊のおもちゃ,1
子熊の檻,1
ここに,1
ここの方,1
心細くなる,1
小声でささやく,1
小魚,1
腰,1
腰が痛い,1
私の腰が痛い,1
腰骨,1
孤児,1
小鹿,1
ざるでオオウバユリを漉しなさい,1
ざるでオオウバユリのでんぷんを漉しなさい,1
あの人の背中をこすりなさい,1
子育てする,1
こっちをみろ,1
ここへ来なさい,1
骨髄,1
今年は雪もなくて暖かい,1
本当に良い,1
小鳥,1
小さな女の子,1
子供に小便をさせる,1
子供のころから,1
背負う,1
小さい鍋,1
こねる,1
あの薬を飲むと良くきくなあ,1
これは本当に良い,1
これは一番いい,1
この月,1
このようにしなさい,1
私はあの若者が好きだ,1
私はあの若者が好きです,1
このもの,1
このように,1
くるぶし,1
食器の中身をぶちまけそうだよ,1
種が落ちる,1
わずらわしい,1
小さい山,1
小山の様な,1
小指,1
こりさせる,1
こりる,1
私はこれをあなたにあげるよ,1
これはなんですか,1
これはたべものですよ,1
これはあれと同じです,1
これはあれとおなじですよ,1
これはアイヌ語でどのようにいいますか,1
これはねこでもないですよ,1
これはわたしのものです,1
これはあなたにあげますよ,1
これをつくるためにマキリがほしい,1
転がる,1
もがき苦しむ,1
殺される,1
殺す,1
倒れる,1
あの犬をみると私は恐ろしい,1
こわす,1
壊す,1
壊れそうだなあ,1
壊れやすい,1
破れる,1
あの男の子が食器を落として壊した,1
今月,1
また私は来ますよ,1
私が来るときには魚を持ってくるよ,1
こんど来るから魚を持ってきますよ,1
私はこんなものが好きです,1
今晩,1
合意する,1
小さいござ,1
ござ編みをする,1
ゴザを私は織っています,1
ござ編みをするための道具,1
ごはんを食べましょう,1
みてください,1
戸からそとから見てください,1
戸から外を見てください,1
さあ食べなさい,1
早くいきましょう,1
さあ行きましょう,1
早く,1
早く行きましょう,1
最後に,1
最初にひとこといいたい,1
妻をもつ,1
鳴く,1
竿,1
さお,1
坂の斜面,1
家の間,1
私達の村は栄えた,1
私の村は栄える,1
毛抜きで,1
反対に履く,1
あの木は逆さまになっている,1
杯,1
魚,1
私は魚も肉も食べる,1
魚をたくさん獲る,1
魚屑,1
魚のお汁,1
魚の脂身,1
魚の鱗,1
魚の皮,1
魚の背骨,1
魚の卵,1
坂の下に,1
坂の途中に,1
私はその前にいってしまった,1
先,1
紙を細長く切る,1
裂く,1
シナ皮を裂く,1
私の女の子が木綿の布で遊んでさいてしまった,1
昨晩,1
探る,1
酒粕,1
酒差し,1
酒絞りをする,1
酒造りをする,1
雌の鮭,1
叫ぶ,1
酒を絞る,1
私たちは酒を飲む,1
酒を飲みに行きましょう,1
突き刺して殺す,1
刺す,1
食べさせる,1
誘う,1
さっと立つ,1
私はあの人を見たが私はさっと見た,1
私が悪いと思って,1
私は後悔した,1
寂しい,1
錆びる,1
冷ます,1
今日は本当に寒い,1
私の背中に寒気がしたので寝れずにいた,1
寒さで震える,1
冷める,1
食器,1
沢,1
やかましい,1
騒ぐ,1
うるさい,1
家の中で子どもが騒ぐのでうるさい,1
熱いところを触ってはいけない,1
三人,1
三人で,1
三人で浜辺に行きましょう,1
産婆,1
産卵後の鮭,1
知らない人がきたらしい音がするので掃除しなさい,1
この舟を出すつもりだったのだが舟底が岩底について出せなかった,1
雑草,1
ザリガニ,1
ざる,1
ざわざわする,1
きのこ,1
塩,1
塩がつく,1
塩をまく,1
仕掛け弓を仕掛ける,1
どうしたらいいかわからない,1
鹿肉,1
動物の死骸,1
犬の死骸,1
ござ,1
模様つきのござ,1
畑を耕すと草だけ生えて鎌で刈ってしまった,1
深い,1
草が深い,1
犬の腸を食べたいな,1
仕事がきつい,1
穀物を耕すために和人の所へ行くと手元が見えなくなるほど暗くなるくらいまで,1
ししゃも,1
シシャモ祭り,1
刺繍した頭に巻くもの,1
鉢巻き,1
静かに歩きなさい,1
歩きなさい,1
黙っている,1
黙って,1
静かに座る,1
座る,1
座りなさい,1
雨だれ,1
木の露,1
私は静内出身の女です,1
日が沈む,1
今太陽が沈んだぞ,1
太陽が沈んだ,1
シナの木の内皮を水につけ入れて沈めなさい,1
静かに話しなさい,1
私生児,1
悪者の子孫,1
子孫が絶える,1
舌,1
下のほう,1
下方,1
下あご,1
私は行きたい,1
私は横になりたい,1
私はみたい,1
お酒が私は飲みたい,1
お金が沢山欲しい,1
あなたの心が欲しい,1
遺体をくるむゴザを縛るための紐,1
舌打ちする,1
何かに腹を立てそうなので舌打ちをしている,1
私の夫は何かに腹を立てそうなのでこのように舌打ちをしているなあ,1
私は大儀だ,1
私は怠けて,1
私はしたくない,1
食事をすることもなまける,1
お酒,1
股が濡れる,1
頃に,1
下に,1
ならば飲みなさい,1
失神する,1
嘘ばっかり,1
私は見覚えがあるよ,1
私は見覚えがある,1
私は知っている,1
見覚えのある人,1
あの若者は嫉妬ばかりしている,1
わからない,1
と私は思うけどわからない,1
あの犬のしっぽは短い,1
私の子は飲んで喋ってばかり,1
この若者は何でも私に尋ねてめんどうくさい,1
